review,rating
"This review is based on my experience of ordering this time. Usually the food quality, quantity and taste is good. I have ordered from here many many times and I usually am quite satisfied with my order. So I had ordered the Kung Pao chicken rice bowl for lunch today. I was sadly disappointed as it was too oily and the taste was average but tolerable. What I hated most was that they had put some kind of salad with peanut butter on top of it and there was waaaay too much peanut butter. The taste was really over powering and it was mixed with the rice and the chicken and it's gravy and totally ruined the taste of the meal. I think that they should have an option on their website that asks, ""Do you or do you not want this god awful thing we call a salad to be scattered all over your food""? Also I noticed that they do have a lot of expensive ingredients in that salad. I really really wish they asked before they add it on as I am sure there would be a lot of people who would just throw it away and waste it.",2.5
"Good quality food, not too expensive and very authentic ! Ordered the chicken sandwich and the quantity was excellent for 100 bucks ! Keep it up:)",4.0
Ordered the veg croissant and chicken caesar salad.. salad quantity was pretty less for the price and the croissant was below average and the bread was stale.. The rating is for the delivery service which was the only positive point,2.0
"I don't know about their other outlets but I haven't faced problems related to delivery from their indiranagar outlet. However there indeed seems to be a slight decline in the quality of the food compared to their early days. Guys, please get your act together.",3.5
"Lately have been observing that the quality of food is degrading. Had ordered crepes, the consistency of the gravy of dish was like water. I had ordered it multiple times before but it wasn't this bad! Also the quantity of food is reducing as compared to initial days. Even if the quantity decreases attest the quality should be maintained.",2.5
After hearing all the hoopla about freshmenu ordered from them.Realized one thing they are only focusing on MARKETING.Food was like bandi type food with no taste and some exotic veggies thrown in nad pittance in terms of quantity .Technology of ordering was a joke.Well cheated once never again from here Order #263569.,2.0
"Although they driver extremely quickly, the quality of their food has fallen drastically from what it was a few months back. Please keep a check on that!",3.5
"I have been constantly ordering from freshmenu.com.. I am happy with the quantity and the taste, however I wasn't lucky enough to receive it hot. The food was always delivered cold.. Hoping that your service will be soon improved. Cheers",3.5
I regularly eat from freshmenu and I like the food. I Like the concept of offering the fresh menu everyday. Food is fresh. One may not like all the dishes as it depends on the individual taste. But If u like continental they have good variety.,4.0
Ordered Chicken Burger and Veg Pasta.,4.0
Very very good food.... All day there is new menu available here. I like all d new menus in veg section. Very best quality food and hygiene. Packing in home delivery is nice. Affordable and total enjoyable foods.,5.0
The worst customer service that I have experience in along time. Consecutive two days the same type of inconvenience. I bet I am not trying this again. If there was option to give negative ratings somewhere I would be the first one. U r service sucks big tim,1.0
"Great Food, Fast Delivery. High quality. Lil Pricey.",3.5
